"00208","武田節碑","たけだぶしひ","見る","山梨県","笛吹市","御坂町若宮"
"00209","細野厄除地蔵尊","ほそのやくよけじぞうそん","イベント","山梨県","笛吹市","御坂町上黒駒5132"
"00210","大口山桜並木","おおくちやまさくらなみき","見る","山梨県","笛吹市","八代町大口山"
"00211","忠婦福女の墓","ちゅうふふくめのはか","見る","山梨県","笛吹市","一宮町末木112"
"00212","一宮町の桃の花","いちのみやちょうのもものはな","見る","山梨県","笛吹市","一宮町"
"00213","一宮浅間神社の夫婦梅","いちのみやあさまじんじゃのめおとうめ","見る","山梨県","笛吹市","一宮町一ノ宮1684"
"00214","石和町のモモ","いさわまちのもも","見る","山梨県","笛吹市","石和町"
"00215","松本のお天狗さん","まつもとのおてんぐさん","イベント","山梨県","笛吹市","石和町松本"
"00216","山口素堂碑","やまぐちそどうひ","見る","山梨県","笛吹市","境川町小黒坂"
"00217","桃の花","もものはな","見る","山梨県","笛吹市","八代町"
"00218","花鳥山一本杉の桜","はなとりやまいっぽんすぎのさくら","見る","山梨県","笛吹市","八代町竹居"
"00219","御坂峠の紅葉","みさかとうげのこうよう","見る","山梨県","笛吹市","御坂町"
"00220","御坂町の桃の花","みさかちょうのもものはな","見る","山梨県","笛吹市","御坂町"
"00221","和歌ばやし","わかばやし","イベント","山梨県","笛吹市","一宮町東原"
"00222","天雷太鼓","てんらいだいこ","イベント","山梨県","笛吹市","御坂町"
"00223","永井天神社の神楽","ながいてんじんじゃのかぐら","イベント","山梨県","笛吹市","八代町永井"
"00224","わかばやし","わかばやし","イベント","山梨県","笛吹市","御坂町夏目原"
"00225","寺尾太々神楽","てらおだいだいかぐら","イベント","山梨県","笛吹市","境川町寺尾4187"
"00226","山梨岡神社の太々神楽","やまなしおかじんじゃのだいだいかぐら","イベント","山梨県","笛吹市","春日居町鎮目"
"00227","境川町ハイキングコース","さかいがわまちはいきんぐこーす","遊ぶ","山梨県","笛吹市","境川町"
"00228","岩堂峠ハイキングコース","がんどうとうげはいきんぐこーす","遊ぶ","山梨県","笛吹市","春日居町"
"00229","武田史跡探求歩道","たけだしせきたんきゅうほどう","遊ぶ","山梨県","笛吹市","八代町"
"00230","市営すずらんの里つり場","しえいすずらんのさとつりば","遊ぶ","山梨県","笛吹市","芦川町新井原1903"
"00231","石和びゅーほてる","-","泊まる","山梨県","笛吹市","石和町川中島1607"
"00232","木創りの宿きこり・竹林庭瑞穂","きづくりのやどきこり・ちくりんていみずほ","泊まる","山梨県","笛吹市","石和町川中島３２５"
"00233","ホテル八田","-","泊まる","山梨県","笛吹市","石和町川中島1607"
"00234","ホテル石庭","-","泊まる","山梨県","笛吹市","石和町窪中島587"
"00235","石和常磐ホテル","-","泊まる","山梨県","笛吹市","石和町川中島1607-14"
"00236","ホテル石風","せきふう","泊まる","山梨県","笛吹市","石和町八田195"
"00237","京水荘","きょうすいそう","泊まる","山梨県","笛吹市","石和町川中島３６７"
"00238","温泉旅館 文寿荘","おんせんりょかん　ぶんじゅそう","泊まる","山梨県","笛吹市","石和町山崎132"
"00239","旅館深雪温泉","りょかんみゆきおんせん","泊まる","山梨県","笛吹市","石和町市部８２２"
"00240","ホテル君佳","ほてるきみよし","泊まる","山梨県","笛吹市","石和町川中島1607-27"
"00241","ホテル千石","-","泊まる","山梨県","笛吹市","石和町川中島545"
"00242","ホテル平安","へいあん","泊まる","山梨県","笛吹市","石和町川中島538"
"00243","石和名湯館糸柳","いさわめいとうかんいとやなぎ","泊まる","山梨県","笛吹市","石和町松本1183-1"
"00244","みなもと旅館","みなもとりょかん","泊まる","山梨県","笛吹市","石和町八田２６-３"
"00245","和風旅館ホテルみわ","わふうりょかんほてるみわ","泊まる","山梨県","笛吹市","石和町川中島２９５-１"
"00246","泉山荘","せんざんそう","泊まる","山梨県","笛吹市","石和町川中島１６０７-１６９"
"00247","和譲苑","わじょうえん","泊まる","山梨県","笛吹市","石和町八田137"
"00248","ホテル甲斐路","-","泊まる","山梨県","笛吹市","石和町川中島1607-40"
"00249","ホテルふじ","-","泊まる","山梨県","笛吹市","石和町川中島192"
"00250","ホテルかげつ","-","泊まる","山梨県","笛吹市","石和町川中島385"
"00251","笛吹川旅館","ふえふきがわりょかん","泊まる","山梨県","笛吹市","石和町川中島１１０９"
"00252","華やぎの章慶山","はなやぎのしょう　けいざん","泊まる","山梨県","笛吹市","石和町市部822-14"
"00253","ホテル新光","-","泊まる","山梨県","笛吹市","石和町八田97"
"00254","クアハウス石和","くあはうすいさわ","遊ぶ","山梨県","笛吹市","石和町八田"
"00255","金刀比羅橋","こんぴらばし","見る","山梨県","笛吹市","境川町藤垈"
"00256","小山城址","こやまじょうし","見る","山梨県","笛吹市","八代町"
"00257","御坂城址","みさかじょうし","見る","山梨県","笛吹市","御坂町"
"00258","若彦路","わかひこじ","見る","山梨県","笛吹市","八代町"
"00259","常楽寺","じょうらくじ","見る","山梨県","笛吹市","境川町藤垈2446"
"00260","実相寺","じっそうじ","見る","山梨県","笛吹市","境川町大坪505"
"00261","大石峠","おおいしとうげ","見る","山梨県","笛吹市","芦川町上芦川"
